epoch,step,train_acc,train_loss,val_acc,val_loss
0,174,,,0.4566666781902313,1.0607510805130005
0,174,0.459285706281662,1.2029060125350952,,
1,349,,,0.5550000071525574,1.0058410167694092
1,349,0.5,1.1406887769699097,,
2,524,,,0.3766666650772095,1.6473534107208252
2,524,0.5328571200370789,1.0698107481002808,,
