epoch,train_loss,train_acc,val_loss,val_acc
1,1.197173798765455,46.285714285714285,1.0932371145800541,45.0
2,1.110801728452955,52.214285714285715,1.4319663616387468,39.83333333333333
3,1.0526608051572528,55.035714285714285,1.0083387517615368,49.833333333333336
4,1.0029585065160478,56.92857142857143,2.9440346844494343,29.333333333333332
5,0.9596971232550485,58.60714285714286,1.0457714364716881,51.16666666666667
